id,text,label,source,platform_type,language,date_collected,text_length,clean_text,label_encoded
UG_TRUE_217,Eritrea’s Andemariam Elected Cecafa President After Magogo Withdraws.,TRUE,Nile Post,traditional_media,English,2/9/2026,8,eritreas andemariam elected cecafa president magogo withdraws,1
UG_TRUE_218,"Kenya’s Karua, African Women Leaders Condemn ‘Victimisation’ of Ugandan Women.",TRUE,Nile Post,traditional_media,English,2/9/2026,10,kenyas karua african women leaders condemn victimisation ugandan women,1
UG_TRUE_219,"Spice Diana, John Blaq, Lydia Jazmine and Levixone to Light Up Comedy Store Valentine’s Special.",TRUE,Nile Post,traditional_media,English,2/9/2026,15,spice diana john blaq lydia jazmine levixone light comedy store valentines special,1
UG_TRUE_220,Bad Bunny makes history as Trump criticises 'terrible' Super Bowl show.,TRUE,Nile Post,traditional_media,English,2/9/2026,11,bad bunny makes history trump criticises terrible super bowl show,1
UG_TRUE_221,Kamuli Honours Kadaga as NRM Sweeps Local Elections.,TRUE,Nile Post,traditional_media,English,2/9/2026,8,kamuli honours kadaga nrm sweeps local elections,1
UG_TRUE_222,"Ruto Dismisses Azimio Revitalisation, Defends Nairobi Development Agenda.",TRUE,Nile Post,traditional_media,English,2/9/2026,8,ruto dismisses azimio revitalisation defends nairobi development agenda,1
UG_TRUE_223,Gen Muhoozi Awarded With Second Highest Honour in Uganda’s Military.,TRUE,Nile Post,traditional_media,English,2/7/2026,10,gen muhoozi awarded second highest honour ugandas military,1
UG_TRUE_224,"Police Hunt for Thugs who Broke into Kampala Hotel, Killed Manager, Security Guard.",TRUE,Nile Post,traditional_media,English,2/7/2026,13,police hunt thugs broke kampala hotel killed manager security guard,1
UG_TRUE_225,Russia names three suspects over shooting of general.,TRUE,Nile Post,traditional_media,English,2/7/2026,8,russia names three suspects shooting general,1
UG_TRUE_226,Uganda Clinches Best Exquisite Destination Award at Outbound Travel Mart 2026 in India.,TRUE,Nile Post,traditional_media,English,2/7/2026,13,uganda clinches best exquisite destination award outbound travel mart 2026 india,1
UG_TRUE_227,Man named in South Africa's police corruption probe found dead.,TRUE,Nile Post,traditional_media,English,2/7/2026,10,man named south africas police corruption probe found dead,1
UG_TRUE_228,"South Ankole Diocese Marks 14 Years, Commissions 80 Lay Readers.",TRUE,Nile Post,traditional_media,English,2/7/2026,10,south ankole diocese marks 14 years commissions 80 lay readers,1
UG_TRUE_229,Can Kampala Be Clean Without Killing Livelihoods?.,TRUE,Nile Post,traditional_media,English,2/7/2026,7,kampala clean without killing livelihoods,1
UG_TRUE_230,"Ecweru Praises Progress on Katonga Roads, Assures Public of Imminent Reopening.",TRUE,Nile Post,traditional_media,English,2/7/2026,11,ecweru praises progress katonga roads assures public imminent reopening,1
UG_TRUE_231,Police Impound Taxi Linked to Highway Robberies.,TRUE,Nile Post,traditional_media,English,2/7/2026,7,police impound taxi linked highway robberies,1
UG_TRUE_232,Big Interview: Resilience and persistence propelled me to defeat Basalirwa in Bugiri Municipality race – NRM’s Oketcho.,TRUE,Nile Post,traditional_media,English,2/7/2026,17,big interview resilience persistence propelled defeat basalirwa bugiri municipality race nrms oketcho,1
UG_TRUE_233,"NRM’s Oketcho Wins Bugiri Municipality By-Election, Defeating Basalirwa.",TRUE,Nile Post,traditional_media,English,2/7/2026,8,nrms oketcho wins bugiri municipality byelection defeating basalirwa,1
UG_TRUE_234,"Brig Joseph Ssemwanga Promoted, Appointed Deputy Commander Land Forces in UPDF.",TRUE,Nile Post,traditional_media,English,2/7/2026,11,brig joseph ssemwanga promoted appointed deputy commander land forces updf,1
UG_TRUE_235,NRM Leaders Move to Heal Post-Election Divisions in Bunyangabu.,TRUE,Nile Post,traditional_media,English,2/7/2026,9,nrm leaders move heal postelection divisions bunyangabu,1
UG_TRUE_236,Ball dramatically stopped in 12th to lose world title.,TRUE,Nile Post,traditional_media,English,2/7/2026,9,ball dramatically stopped 12th lose world title,1
UG_TRUE_237,Banks Urged to Embrace Modern Technology to Improve Service Delivery.,TRUE,Nile Post,traditional_media,English,2/7/2026,10,banks urged embrace modern technology improve service delivery,1
UG_TRUE_238,Museveni Meets Opposition MPs.,TRUE,Nile Post,traditional_media,English,2/7/2026,4,museveni meets opposition mps,1
UG_TRUE_239,Unlocking the $3 Trillion Middle East Halal Market: How Uganda’s Tenfold Strategy Targets a $500 Billion Economy.,TRUE,Nile Post,traditional_media,English,2/7/2026,17,unlocking 3 trillion middle east halal market ugandas tenfold strategy targets 500 billion economy,1
UG_TRUE_240,"Batwa Run 2026 to Promote Skills Development, Inclusion in Kisoro.",TRUE,Nile Post,traditional_media,English,2/7/2026,10,batwa run 2026 promote skills development inclusion kisoro,1
UG_TRUE_241,Odonga Otto Blasts State House Meeting as a ‘Coalition of Political Losers’.,TRUE,Nile Post,traditional_media,English,2/7/2026,12,odonga otto blasts state house meeting coalition political losers,1
UG_TRUE_242,Questions Mount Over Delayed Operations at Kilembe Mines.,TRUE,Nile Post,traditional_media,English,2/7/2026,8,questions mount delayed operations kilembe mines,1
UG_TRUE_243,"Museveni Urges Kigezi to Embrace Commercial Agriculture, Tourism and Manufacturing.",TRUE,Nile Post,traditional_media,English,2/7/2026,10,museveni urges kigezi embrace commercial agriculture tourism manufacturing,1
UG_TRUE_244,Storm Erupts at Makerere Over Biometric Attendance Policy.,TRUE,Nile Post,traditional_media,English,2/7/2026,8,storm erupts makerere biometric attendance policy,1
UG_TRUE_245,Deputy UPDF Land Forces Commander Maj Gen Francis Takirwa Dies.,TRUE,Nile Post,traditional_media,English,2/7/2026,10,deputy updf land forces commander maj gen francis takirwa dies,1
UG_TRUE_248,Renowned TikToker Diana Skyz Laid to Rest in Namayumba.,TRUE,Nile Post,traditional_media,English,2/7/2026,9,renowned tiktoker diana skyz laid rest namayumba,1
UG_TRUE_249,"Museveni Praises Security Forces, Unveils Major Infrastructure and Economic Plans at Tarehe Sita Celebrations.",TRUE,Nile Post,traditional_media,English,2/7/2026,14,museveni praises security forces unveils major infrastructure economic plans tarehe sita celebrations,1
UG_TRUE_250,Amolatar: NRM District Official on the Run Over Misappropriation of Over Shs190M.,TRUE,Nile Post,traditional_media,English,2/7/2026,12,amolatar nrm district official run misappropriation shs190m,1
UG_TRUE_251,"Col. Chris Magezi Highlights Growth, Discipline, and National Service At Tarehe Sita.",TRUE,Nile Post,traditional_media,English,2/7/2026,12,col chris magezi highlights growth discipline national service tarehe sita,1
UG_TRUE_252,"ULS Slams Chief Justice Zeija’s Social Media Warning, Says Judges Must Tolerate Public Criticism.",TRUE,Nile Post,traditional_media,English,2/7/2026,14,uls slams chief justice zeijas social media warning says judges must tolerate public criticism,1
UG_TRUE_253,Museveni Praises UPDF for Ensuring Peaceful Elections and National Stability.,TRUE,Nile Post,traditional_media,English,2/7/2026,10,museveni praises updf ensuring peaceful elections national stability,1
UG_TRUE_254,US Approves Nearly $6Bn to UNAIDS for Global HIV Fight.,TRUE,Nile Post,traditional_media,English,2/7/2026,10,us approves nearly 6bn unaids global hiv fight,1
UG_TRUE_255,Independent Kanyesige Defeats NRM’s Ampaire in National Female Youth MP Election.,TRUE,Nile Post,traditional_media,English,2/7/2026,11,independent kanyesige defeats nrms ampaire national female youth mp election,1
UG_TRUE_256,UPDF Strengthens Regional Defence Ties as Muhoozi Hosts Allied Military Chiefs.,TRUE,Nile Post,traditional_media,English,2/7/2026,11,updf strengthens regional defence ties muhoozi hosts allied military chiefs,1
UG_TRUE_257,18-Year-Old Senior Three Student Wins NUP Woman Parish Councillor Seat in Kassanda.,TRUE,Nile Post,traditional_media,English,2/6/2026,12,18yearold senior three student wins nup woman parish councillor seat kassanda,1
UG_TRUE_258,Nyamunuka Town Council Welcomes New LC3 Chairperson-Elect in Jubilant Celebrations.,TRUE,Nile Post,traditional_media,English,2/6/2026,10,nyamunuka town council welcomes new lc3 chairpersonelect jubilant celebrations,1
UG_TRUE_259,Outrage After Trump Shares Video With Racist Clip Depicting Obamas as Apes.,TRUE,Nile Post,traditional_media,English,2/6/2026,12,outrage trump shares video racist clip depicting obamas apes,1
UG_TRUE_260,Nakyobe Orders Removal of Campaign Posters.,TRUE,Nile Post,traditional_media,English,2/6/2026,6,nakyobe orders removal campaign posters,1
UG_TRUE_261,NUP Vice-President Zedriga Remanded After Gulu Court Appearance.,TRUE,Nile Post,traditional_media,English,2/6/2026,8,nup vicepresident zedriga remanded gulu court appearance,1
UG_TRUE_262,Let love not make you blind': Mother recounts loss of daughters to sickle cell disease.,TRUE,Daily Monitor,traditional_media,English,2/10/2026,15,let love make blind mother recounts loss daughters sickle cell disease,1
UG_TRUE_264,Uganda launches must-do sickle cell screening at birth.,TRUE,Daily Monitor,traditional_media,English,2/10/2026,8,uganda launches mustdo sickle cell screening birth,1
UG_TRUE_266,Uneb chairman wants change in PLE grading.,TRUE,Daily Monitor,traditional_media,English,2/10/2026,7,uneb chairman wants change ple grading,1
UG_TRUE_268,Police sets tough safety rules as schools reopen.,TRUE,Daily Monitor,traditional_media,English,2/10/2026,8,police sets tough safety rules schools reopen,1
UG_TRUE_270,99.6% of Candidates Pass 2025 UCE Exams.,TRUE,Nile Post,traditional_media,English,2/13/2026,7,996 candidates pass 2025 uce exams,1
UG_TRUE_271,Stanbic Appoints Joshua Oigara CEO as Mweheire Retires.,TRUE,Nile Post,traditional_media,English,2/13/2026,8,stanbic appoints joshua oigara ceo mweheire retires,1
UG_TRUE_272,UCE Results: Record Pass Rates Highlight CBC Gains Amid Gender and Science Gaps.,TRUE,Nile Post,traditional_media,English,2/13/2026,13,uce results record pass rates highlight cbc gains amid gender science gaps,1
UG_TRUE_273,Minister Namuganza Declares Bid to Challenge Among for Speaker.,TRUE,Nile Post,traditional_media,English,2/13/2026,9,minister namuganza declares bid challenge among speaker,1
UG_TRUE_274,Bobi welcomes European Parliament resolution condemning Uganda’s post-election situation.,TRUE,Nile Post,traditional_media,English,2/13/2026,9,bobi welcomes european parliament resolution condemning ugandas postelection situation,1
UG_TRUE_275,Uganda Targets Sustainable Tourism Growth by 2026 as Wildlife Numbers Surge.,TRUE,Nile Post,traditional_media,English,2/13/2026,11,uganda targets sustainable tourism growth 2026 wildlife numbers surge,1
UG_TRUE_276,NWSC Expands Katosi Water Network to Connect Millions Across North Kampala.,TRUE,Nile Post,traditional_media,English,2/13/2026,11,nwsc expands katosi water network connect millions across north kampala,1
UG_TRUE_277,14 Couples Tie the Knot in  NIRA’s Special Valentine’s Day Treat.,TRUE,Nile Post,traditional_media,English,2/13/2026,11,14 couples tie knot niras special valentines day treat,1
UG_TRUE_278,Mungu Feni Foundation Launches “Weaving Hope” Project to Empower Youth and Women in West Nile.,TRUE,Nile Post,traditional_media,English,2/13/2026,15,mungu feni foundation launches weaving hope project empower youth women west nile,1
UG_TRUE_279,"Foreign Affairs, Navio Chart Cultural Diplomacy, Heritage Promotion.",TRUE,Nile Post,traditional_media,English,2/13/2026,8,foreign affairs navio chart cultural diplomacy heritage promotion,1
UG_TRUE_280,Court Martial Resumes Sittings After UPDF Act Overhaul.,TRUE,Nile Post,traditional_media,English,2/12/2026,8,court martial resumes sittings updf act overhaul,1
UG_TRUE_281,UCE 2025 :Boys Outshine Girls in Sciences.,TRUE,Daily Monitor,traditional_media,English,2/12/2026,7,uce 2025 boys outshine girls sciences,1
UG_TRUE_282,UCU Community Pays Emotional Tribute to Pamela Tumwebaze at Solemn Ceremony.,TRUE,Daily Monitor,traditional_media,English,2/12/2026,11,ucu community pays emotional tribute pamela tumwebaze solemn ceremony,1
UG_TRUE_283,"Muyanga Lutaaya Declares Support for Museveni, Backs Museveni-Opposition Meeting.",TRUE,Daily Monitor,traditional_media,English,2/12/2026,9,muyanga lutaaya declares support museveni backs museveniopposition meeting,1
UG_TRUE_284,European Parliament Condemns Post-Election Violence and Rights Abuses in Uganda.,TRUE,Daily Monitor,traditional_media,English,2/12/2026,10,european parliament condemns postelection violence rights abuses uganda,1
UG_TRUE_285,Lango Diocese to Host Landmark Janani Luwum Public Lecture Ahead of 49th Memorial.,TRUE,Daily Monitor,traditional_media,English,2/13/2026,13,lango diocese host landmark janani luwum public lecture ahead 49th memorial,1
UG_TRUE_286,"Museveni Meets MTN Uganda Executives, Emphasises Telecoms’ Role in National Transformation.",TRUE,Daily Monitor,traditional_media,English,2/13/2026,11,museveni meets mtn uganda executives emphasises telecoms role national transformation,1
UG_TRUE_287,Research Shows Only 1 in 8 Students Get Adequate Sleep.,TRUE,Daily Monitor,traditional_media,English,2/13/2026,10,research shows 1 8 students get adequate sleep,1
UG_TRUE_288,Uganda Courts European Logistics Giant to Expand Export Routes.,TRUE,Nile Post,traditional_media,English,2/13/2026,9,uganda courts european logistics giant expand export routes,1
UG_TRUE_289,Next Media Mourns Julius Kitone.,TRUE,Nile Post,traditional_media,English,2/14/2026,5,next media mourns julius kitone,1
UG_TRUE_290,Kakwenza Backs ULS Executive Order Targeting Chief Justice Zeija.,TRUE,Nile Post,traditional_media,English,2/14/2026,9,kakwenza backs uls executive order targeting chief justice zeija,1
UG_TRUE_291,Museveni Urges Ugandans to Embrace Technology for National Development.,TRUE,Nile Post,traditional_media,English,2/14/2026,9,museveni urges ugandans embrace technology national development,1
UG_TRUE_293,Uganda Strengthens Health System To Sustain Care For 1.9 Million Refugees Amid Funding Pressures.,TRUE,Nile Post,traditional_media,English,2/14/2026,14,uganda strengthens health system sustain care 19 million refugees amid funding pressures,1
UG_TRUE_294,European Governments Face Backlash Over Calls for UN Expert Francesca Albanese to Resign.,TRUE,Nile Post,traditional_media,English,2/14/2026,13,european governments face backlash calls un expert francesca albanese resign,1
UG_TRUE_295,Fire Razes Wholesale Building at Kikollege Business Center in Kable Municipality.,TRUE,Nile Post,traditional_media,English,2/14/2026,11,fire razes wholesale building kikollege business center kable municipality,1
UG_TRUE_296,Fort Portal SS Celebrates Outstanding 2025 UCE Results.,TRUE,Nile Post,traditional_media,English,2/14/2026,8,fort portal ss celebrates outstanding 2025 uce results,1
UG_TRUE_297,Government Shuts Down Rogue Weighbridges Linked to Sugarcane Theft in Masindi.,TRUE,Nile Post,traditional_media,English,2/14/2026,11,government shuts rogue weighbridges linked sugarcane theft masindi,1
UG_TRUE_298,Olive Lumonya Appointed New Nile Breweries Board Chairperson.,TRUE,Nile Post,traditional_media,English,2/14/2026,8,olive lumonya appointed new nile breweries board chairperson,1
UG_TRUE_299,Law Society Launches Mental Wellness Campaign for Lawyers.,TRUE,Nile Post,traditional_media,English,2/14/2026,8,law society launches mental wellness campaign lawyers,1
UG_TRUE_300,Police: Suspect in UCU Dean’s Murder Is Former House-Help.,TRUE,Nile Post,traditional_media,English,2/14/2026,9,police suspect ucu deans murder former househelp,1
UG_TRUE_301,Olutindo-Imaam Kasozi-Abantu banyiiga byebalonda si byebalangirira. Abantu abamu tebalina kulonda.,TRUE,Radio Simba,traditional_media,Luganda,2/18/2026,10,olutindoimaam kasoziabantu banyiiga byebalonda si byebalangirira abantu abamu tebalina kulonda,1
UG_TRUE_302,"Katikkiro Charles Peter Mayiga Leero, Abakristo nAbasiraamu batandise Ekisiibo.",TRUE,Radio Simba,traditional_media,Luganda,2/18/2026,9,katikkiro charles peter mayiga leero abakristo nabasiraamu batandise ekisiibo,1
UG_TRUE_303,Katikkiro Charles Peter Mayiga yatongozza emisinde gyAmazaalibwa ga kabaka 2026.,TRUE,Radio Simba,traditional_media,Luganda,2/18/2026,10,katikkiro charles peter mayiga yatongozza emisinde gyamazaalibwa ga kabaka 2026,1
UG_TRUE_304,Omukulembeze wa National Unity Platform Kyagulanyi Ssentamu Robert aka Bobi Wine aweerezza Baganda vaffe Abayisiraamu obubaka obw’omwezi omutukuvu ogwa Ramdhan.,TRUE,Radio Simba,traditional_media,Luganda,2/18/2026,20,omukulembeze wa national unity platform kyagulanyi ssentamu robert aka bobi wine aweerezza baganda vaffe abayisiraamu obubaka obwomwezi omutukuvu ogwa ramdhan,1
UG_TRUE_305,Awali Omukka-Kasirye-Olina eddembe okwesimbawo wabula nga liggwawo oluvannyuma lwokuwandiisibwa,TRUE,Radio Simba,traditional_media,Luganda,2/17/2026,9,awali omukkakasiryeolina eddembe okwesimbawo wabula nga liggwawo oluvannyuma lwokuwandiisibwa,1
UG_TRUE_306,"Abavubuka abasoba mu 200 abakwatiddwa mu bikwekweto ebyakoleddwa abebyokwerinda mu Wakiso, Nateete, Nakasero, Kira, Namugongo ne Kiwologoma basimbiddwa mu maaso g’Omilamuzu nebasindikibwa alimanda.",TRUE,Radio Simba,traditional_media,Luganda,2/17/2026,23,abavubuka abasoba mu 200 abakwatiddwa mu bikwekweto ebyakoleddwa abebyokwerinda mu wakiso nateete nakasero kira namugongo ne kiwologoma basimbiddwa mu maaso gomilamuzu nebasindikibwa alimanda,1
UG_TRUE_307,"Emisinde gy’amazaalibwa ga Kabaka age 71 gitongozeddwa – gyakubaawo nga 12 April,2026.",TRUE,CBS FM,traditional_media,Luganda,2/17/2026,12,emisinde gyamazaalibwa ga kabaka age 71 gitongozeddwa gyakubaawo nga 12 april2026,1
UG_TRUE_308,Yusuf Nsibambi omubaka wa Mawokota South asuddewo FDC neyesogga NRM – agenda kusakira bantu ba kitundu kye.,TRUE,CBS FM,traditional_media,Luganda,2/17/2026,17,yusuf nsibambi omubaka wa mawokota south asuddewo fdc neyesogga nrm agenda kusakira bantu ba kitundu kye,1
UG_TRUE_309,Abatuuze bawambye omusibe ku police nebamutta – abadde ateeberezebwa okutta abafumbo e Kyankwanzi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,abatuuze bawambye omusibe ku police nebamutta abadde ateeberezebwa okutta abafumbo e kyankwanzi,1
UG_TRUE_311,Omwana afiiridde mu muliro ogukutte ennyumba e Namugongo – gusanyizaawo n’ebyamaguzi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,omwana afiiridde mu muliro ogukutte ennyumba e namugongo gusanyizaawo nebyamaguzi,1
UG_TRUE_312,Abantu 4 bafiiridde mu kabenje akagudde e Kyazanga – lukululana ebasaabadde,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,abantu 4 bafiiridde mu kabenje akagudde e kyazanga lukululana ebasaabadde,1
UG_TRUE_313,Abayizi ebitundu 99.7% baayise ebigezo bya S.4 ebya UNEB 2025,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,abayizi ebitundu 997 baayise ebigezo bya s4 ebya uneb 2025,1
UG_TRUE_314,Okusunsula abayizi abagenda okusoma S.1 kutandise – minister Muyingo alabudde amasomero agatunda ebifo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,okusunsula abayizi abagenda okusoma s1 kutandise minister muyingo alabudde amasomero agatunda ebifo,1
UG_TRUE_315,Brig.Gen. Jackson Pande Kajuba alondeddwa okuduumira enkambi ye Kasijjagirwa – azze mu bigere bya Brig.Gen.Deus Sande eyafudde ekibwatukira,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,18,briggen jackson pande kajuba alondeddwa okuduumira enkambi ye kasijjagirwa azze mu bigere bya briggendeus sande eyafudde ekibwatukira,1
UG_TRUE_316,Police ekutte agambibwa okubeera mu kkobaane ly’okutta manager n’omukuumi wa Devo Suits e Lungujja,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,police ekutte agambibwa okubeera mu kkobaane lyokutta manager nomukuumi wa devo suits e lungujja,1
UG_TRUE_317,UNEB efunye Boodi empya – essira yakulissa kukwongera okuziba emiwaatwa egy’okubba ebigezo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,uneb efunye boodi empya essira yakulissa kukwongera okuziba emiwaatwa egyokubba ebigezo,1
UG_TRUE_318,Abantu 6 bafiiridde mu kabenje akagudde ku luguudo okuva e Mityana okudda e Mubende,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14,abantu 6 bafiiridde mu kabenje akagudde ku luguudo okuva e mityana okudda e mubende,1
UG_TRUE_319,Abakulembeze ba NUP 4 basimbiddwa mu kooti – bagguddwako gwakukuma muliro mu bantu,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,abakulembeze ba nup 4 basimbiddwa mu kooti bagguddwako gwakukuma muliro mu bantu,1
UG_TRUE_320,Kasibante Robert yefukuludde ku by’okuwakanya ebyava mu kaluku ka 2026 ak’okulonda president wa Uganda – asabye kooti ensukkulumu omusango aguggyeyo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,20,kasibante robert yefukuludde ku byokuwakanya ebyava mu kaluku ka 2026 akokulonda president wa uganda asabye kooti ensukkulumu omusango aguggyeyo,1
UG_TRUE_321,Abantu 3 bafiiridde mu kabenje akagudde e Nakaseke – Takisi ebaddemu abasaabaze etomereganye n’emmotoka ebadde etisse emiti,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,17,abantu 3 bafiiridde mu kabenje akagudde e nakaseke takisi ebaddemu abasaabaze etomereganye nemmotoka ebadde etisse emiti,1
UG_TRUE_322,Ebibuuzo by’abayizi ba Bamure Primary School abaakola PLE mu 2025 ebyali byabula bizuuliddwa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,ebibuuzo byabayizi ba bamure primary school abaakola ple mu 2025 ebyali byabula bizuuliddwa,1
UG_TRUE_323,UNEB eyagala enkola ey’okugaba obubonero mu bibuuzo bya PLE eggyibwewo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,uneb eyagala enkola eyokugaba obubonero mu bibuuzo bya ple eggyibwewo,1
UG_TRUE_324,Ebyava mu bibuuzo bya PLE 2025 bifulumye – Minister w’ebyenjigiriza alabudde abasomesa abatayagala kukyuka na nkyukakyuka y’ebisomesebwa nti bawummule obusomesa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,20,ebyava mu bibuuzo bya ple 2025 bifulumye minister webyenjigiriza alabudde abasomesa abatayagala kukyuka na nkyukakyuka yebisomesebwa nti bawummule obusomesa,1
UG_TRUE_325,"Ebya PLE bifuluma leero 30 January,2026 – abazadde abataamalayo bisale by’amasomero sibakubirabako",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12,ebya ple bifuluma leero 30 january2026 abazadde abataamalayo bisale byamasomero sibakubirabako,1
UG_TRUE_326,Kooti ensukkulumu etandise okuwulira omusango oguwakanya obuwanguzi bwa Yoweri Kaguta Museveni mu kalulu ka 2026 – Robert Kasibante yeyatwalayo omusango,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,20,kooti ensukkulumu etandise okuwulira omusango oguwakanya obuwanguzi bwa yoweri kaguta museveni mu kalulu ka 2026 robert kasibante yeyatwalayo omusango,1
UG_TRUE_327,Police ekutte abantu 5 abateeberezebwa okubbisa emmundu – kigambibwa beebatta eyali ekulira police e Ntaawo Mukono,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,police ekutte abantu 5 abateeberezebwa okubbisa emmundu kigambibwa beebatta eyali ekulira police e ntaawo mukono,1
UG_TRUE_328,Abaana 2 bafiiridde mu muliro e Kabowa,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,7,abaana 2 bafiiridde mu muliro e kabowa,1
UG_TRUE_329,Ddereeva abadde avuga emisinde mu kibuga wakati – atomedde 3 nabattirawo e Mbale,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,ddereeva abadde avuga emisinde mu kibuga wakati atomedde 3 nabattirawo e mbale,1
UG_TRUE_330,Muwanga Kivumbi omubaka w’e Butambala agguddwako omusango gwa butujju,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,9,muwanga kivumbi omubaka butambala agguddwako omusango gwa butujju,1
UG_TRUE_331,Abantu 2 bafiiridde mu muliro ogukutte ennyumba e Kikaaya Kawempe,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,abantu 2 bafiiridde mu muliro ogukutte ennyumba e kikaaya kawempe,1
UG_TRUE_332,Parliament esunsudde Ssaabalamuzi omuggya Flavian Zeija,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,6,parliament esunsudde ssaabalamuzi omuggya flavian zeija,1
UG_TRUE_333,Omubaka wa Butambala Muwanga Kivumbi akwatiddwa – byekuusa ku busambattuko obwafiiramu abantu mu kulonda kw’e Butambala,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,omubaka wa butambala muwanga kivumbi akwatiddwa byekuusa ku busambattuko obwafiiramu abantu mu kulonda kwe butambala,1
UG_TRUE_334,Kooti eyisizza ekirago ky’okuddamu okubala obululu bw’ekifo ky’omubaka wa Kalungu West – Joseph Ssewungu Gonzaga yeyabadde alaangiriddwa ku buwanguzi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,19,kooti eyisizza ekirago kyokuddamu okubala obululu bwekifo kyomubaka wa kalungu west joseph ssewungu gonzaga yeyabadde alaangiriddwa ku buwanguzi,1
UG_TRUE_335,Statehouse Anti Corruption Unit ekutte abakozi ba government abagambibwa okubulankanya ensimbi ezaali ez’okukola oluguudo e Kamuli,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,statehouse anti corruption unit ekutte abakozi ba government abagambibwa okubulankanya ensimbi ezaali ezokukola oluguudo e kamuli,1
UG_TRUE_336,"Geraldine Namirembe Bitamazire eyaliko minister w’ebyenjigiriza aziikibwa nga 21 January,2026",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10,geraldine namirembe bitamazire eyaliko minister webyenjigiriza aziikibwa nga 21 january2026,1
UG_TRUE_337,"Kooti ensukkulumu egobye omusango gw’okuyimiriza okulonda kwa bonna okugenda okubaawo nga 15 January,2026",TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,kooti ensukkulumu egobye omusango gwokuyimiriza okulonda kwa bonna okugenda okubaawo nga 15 january2026,1
UG_TRUE_338,Abantu 2 bafiiriddewo mbulaga abalala baddusiddwa mu malwaliro – emmotoka zitomereganye bwenyi ku bwenyi e Bukomansimbi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,abantu 2 bafiiriddewo mbulaga abalala baddusiddwa mu malwaliro emmotoka zitomereganye bwenyi ku bwenyi e bukomansimbi,1
UG_TRUE_339,Police ekoze ekikwekweto ku babbira ku Nothern-bypass – omu akubiddwa amasasi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11,police ekoze ekikwekweto ku babbira ku nothernbypass omu akubiddwa amasasi,1
UG_TRUE_340,Police etandise okunoonyereza ku nfa ya Dr. Patrick Mugizi abadde omusomesa wa MUBS ne Victoria University,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,police etandise okunoonyereza ku nfa ya dr patrick mugizi abadde omusomesa wa mubs ne victoria university,1
UG_TRUE_341,President Museveni ayimirizza eby’okusengula abantu ku ttaka lye Kasokoso – alagidde National Housing enoonye ettaka ewalala,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,16,president museveni ayimirizza ebyokusengula abantu ku ttaka lye kasokoso alagidde national housing enoonye ettaka ewalala,1
UG_TRUE_342,Abasuze mu kalippagano k’ebidduka akakutte e Mpigi batenda – abamu babalagidde bakozese ekidyeri,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13,abasuze mu kalippagano kebidduka akakutte e mpigi batenda abamu babalagidde bakozese ekidyeri,1
UG_TRUE_343,Police eyigga omuzadde agambibwa nti yakkirizza omwana ow’emyaka 6 okuvuga emmotoka – erabudde abavuga ebidduka nga tebalina bisaanyizo batwalibwa mu kkooti butereevu,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,22,police eyigga omuzadde agambibwa nti yakkirizza omwana owemyaka 6 okuvuga emmotoka erabudde abavuga ebidduka nga tebalina bisaanyizo batwalibwa mu kkooti butereevu,1
