id,text,label,source,platform_type,language,date_collected,text_length
UG_TRUE_125,Uganda’s Forest Conservation Efforts Yield Positive Results in Biodiversity Protection,TRUE,Nile Post,News Website,English,2025-10-10,10
UG_TRUE_126,Uganda’s Climate Change Adaptation Programs Receive Boost from International Donors,TRUE,Nile Post,News Website,English,2025-10-05,10
UG_TRUE_127,Uganda’s Renewable Energy Projects Drive Economic Growth and Job Creation,TRUE,Nile Post,News Website,English,2025-10-01,10
UG_TRUE_128,Uganda’s Climate Change Mitigation Strategies Gain Recognition at Global Forums,TRUE,Nile Post,News Website,English,2025-09-25,10
UG_TRUE_129,Uganda’s Climate Resilience Initiatives Empower Local Communities to Adapt to Climate Change,TRUE,Nile Post,News Website,English,2025-09-20,12
UG_TRUE_130,Uganda’s Climate Change Policies Aligned with Sustainable Development Goals,TRUE,Nile Post,News Website,English,2025-09-15,9
UG_TRUE_131,South Ankole Bishop Warns of Climate Crisis Threatening Agriculture and Livelihoods,TRUE,Nile Post,News Website,English,2025-09-10,11
UG_TRUE_132,Uganda’s Climate Change Research Advances Understanding of Climate Impacts,TRUE,Nile Post,News Website,English,2025-09-05,9
UG_TRUE_133,Uganda’s Climate Change Education Programs Foster Environmental Awareness,TRUE,Nile Post,News Website,English,2025-09-01,8
UG_TRUE_134,Experts Call for Greener Cities as Climate Change Fuels Health Crisis in Africa,TRUE,Nile Post,News Website,English,2025-08-28,13
UG_TRUE_135,UPDF Hands Over 40 Quick Impact Projects in Kigezi Ahead of 45th Tarehe Sita Anniversary,TRUE,Nile Post,News Website,English,2025-08-25,15
UG_TRUE_136,Buikwe Residents Renew Call for Museveni to Honour 1993 School Pledge,TRUE,Nile Post,News Website,English,2025-08-20,11
UG_TRUE_137,"Victoria University VC Muganga Calls for Peaceful, Responsible Participation in Elections",TRUE,Nile Post,News Website,English,2025-08-15,11
UG_TRUE_138,"Delay of Kanara Seed School Nears End as Kitagwenda Authorities, Contractor Agree on Clear Way Forward",TRUE,Nile Post,News Website,English,2025-08-10,16
UG_TRUE_139,Museveni Launches Shs 100bn Coffee Development Fund to Boost Farmers' Incomes,TRUE,Nile Post,News Website,English,2025-08-05,11
UG_TRUE_140,Anti-Illicit Alcohol Coalition Takes Festive Awareness Campaign to Arua,TRUE,Nile Post,News Website,English,2025-08-01,9
UG_TRUE_141,"Education Is the Foundation of Unity and Progress, Mubaje Tells Muslims",TRUE,Nile Post,News Website,English,2025-07-28,11
UG_TRUE_142,NETA to Award Scholarships and Bursaries to Needy Students,TRUE,Nile Post,News Website,English,2025-07-25,9
UG_TRUE_143,"Uganda, Saudi Arabia Hold High-Level Political Consultations in Kampala",TRUE,Nile Post,News Website,English,2025-07-20,9
UG_TRUE_144,CoU to Establish Industrial Park to Produce Affordable Scholastic Materials,TRUE,Nile Post,News Website,English,2025-07-15,10
UG_TRUE_145,Kaziimba Urges Teachers to Promote Peace and Shun Divisive Politics,TRUE,Nile Post,News Website,English,2025-07-10,10
UG_TRUE_146,Makerere Convenes First Student–Alumni Town Hall Meeting,TRUE,Nile Post,News Website,English,2025-07-05,7
UG_TRUE_147,Uneb Human Resources Director Sabastian Ngobi Dies Suddenly,TRUE,Nile Post,News Website,English,2025-07-01,8
UG_TRUE_148,"Uganda, China Sign MoU to Boost Cooperation in Education Sector",TRUE,Nile Post,News Website,English,2025-06-28,10
UG_TRUE_149,Muntu Promises to Tackle Corruption and Restore Trust in Politics,TRUE,Nile Post,News Website,English,2025-06-25,10
UG_TRUE_150,Museveni Urges KIU Graduands to Embrace Healthy Lifestyles and Pursue Family Wealth,TRUE,Nile Post,News Website,English,2025-06-20,12
UG_TRUE_151,Uganda Shilling is the Most Stable Currency in the World Followed by the UK Pound – Ggoobi,TRUE,Nile Post,News Website,English,2025-06-15,17
UG_TRUE_152,First Lady Calls for Women’s Bank to Deepen Economic Empowerment,TRUE,Nile Post,News Website,English,2025-06-10,10
UG_TRUE_153,"Elections Loom, Yields Hold Steady: Experts Advise Investors to Stay the Course",TRUE,Nile Post,News Website,English,2025-06-05,12
UG_TRUE_154,"VP Alupo Calls for Industrial Growth, Job Creation as  Greater Luwero Investment Forum is Launched",TRUE,Nile Post,News Website,English,2025-06-01,15
UG_TRUE_155,Stanbic PMI: Private Sector Ends 2025 With High Hopes for Further Expansion in 2026,TRUE,Nile Post,News Website,English,2025-05-28,14
UG_TRUE_156,"EACOP Eyes July Technical, October Political Commissioning as Tanga Export Terminal Nears Readiness",TRUE,Nile Post,News Website,English,2025-05-25,13
UG_TRUE_157,"Radiowalla Exclusive: Bank of Baroda MD Shashi Dhar on Banking, Leadership and Uganda’s Growth Potential",TRUE,Nile Post,News Website,English,2025-05-20,15
UG_TRUE_158,Global Oil Prices Jittery After US Action in Venezuela,TRUE,Nile Post,News Website,English,2025-05-15,9
UG_TRUE_159,Economists Predict Coffee Boom as 2026 Set to Defy Election-Year Slowdown,TRUE,Nile Post,News Website,English,2025-05-10,11
UG_TRUE_160,Stanbic Bank Uganda’s Ken Agutamba Named Among Africa’s Top 100 Corporate Communication Leaders,TRUE,Nile Post,News Website,English,2025-05-05,13
UG_TRUE_161,Uganda’s Forex Reserves Hit New High of $4.2 Billion,TRUE,Nile Post,News Website,English,2025-05-01,9
UG_TRUE_162,Uganda’s Economic Growth Projected to Reach 6.5% in 2025 Amidst Global Uncertainties,TRUE,Nile Post,News Website,English,2025-04-28,12
UG_TRUE_163,140 Beneficiaries Graduate from UBL's Learning for Life Program,TRUE,Nile Post,News Website,English,2025-04-25,9
UG_TRUE_164,EuroGold Expands Globally with Opening of Main Offices in Dubai,TRUE,Nile Post,News Website,English,2025-04-20,10
UG_TRUE_165,High-Level Stakeholder Meeting at Tanzania Ministry of Energy Hosts Ugandan Delegation Ahead of EACOP Tour,TRUE,Nile Post,News Website,English,2025-04-15,15
UG_TRUE_166,"Uganda, Tanzania review EACOP progress ahead of joint project site tour",TRUE,Nile Post,News Website,English,2025-04-10,11
UG_TRUE_167,Nile Breweries Gets New Managing Director,TRUE,Nile Post,News Website,English,2025-04-05,6
UG_TRUE_168,"Government Sets Ambitious Revenue Target, URA to Collect Shs40tn in 2026/27",TRUE,Nile Post,News Website,English,2025-04-01,11
UG_TRUE_169,Uganda Loses $1.4bn Annually to Illegal Activities in Fish Sector,TRUE,Nile Post,News Website,English,2025-03-28,10
UG_TRUE_170,"Residential Property Prices Surge in Kampala ,Wakiso- UBOS",TRUE,Nile Post,News Website,English,2025-03-25,8
UG_TRUE_171,Gladys Baligonzaki Appointed New Mulago Hospital Spokesperson,TRUE,Nile Post,News Website,English,2025-03-20,7
UG_TRUE_172,Makerere Reinstates Staff Exposed in Bribery Scandal,TRUE,Nile Post,News Website,English,2025-03-15,7
UG_TRUE_173,EXCLUSIVE: Police Probe Officers Over Viral TikTok Video Praising Bobi Wine,TRUE,Nile Post,News Website,English,2025-03-10,11
UG_TRUE_174,Nicholas Opiyo Steps Down From Chapter Four Uganda,TRUE,Nile Post,News Website,English,2025-03-05,8
UG_TRUE_175,Kisoro By-Election: Seven Defy Museveni Orders to Stand Down,TRUE,Nile Post,News Website,English,2025-03-01,9
UG_TRUE_176,"BREAKING: CID Summons Former KCCA Bosses Kisaka, Luyimbazi",TRUE,Nile Post,News Website,English,2025-02-28,8
UG_TRUE_177,EXCLUSIVE: Judge Bukirwa in high-stakes meeting with Museveni to secure her position,TRUE,Nile Post,News Website,English,2025-02-25,12
UG_TRUE_178,We are still strong regardless of financial dilema-FDC Katonga.,TRUE,Nile Post,News Website,English,2025-02-20,9
UG_TRUE_179,Museveni appoints new KCCA board members,TRUE,Nile Post,News Website,English,2025-02-15,6
UG_TRUE_180,"Dubai also slaps Speaker Among, former ministers with sanctions",TRUE,Nile Post,News Website,English,2025-02-10,9
UG_TRUE_181,"Suspected Fraudster in Court for Impersonating UPDF General, Defrauding Investors",TRUE,Nile Post,News Website,English,2025-02-05,10
UG_TRUE_182,Police Probe Armed Robbery That Leaves Mubende Community Shaken,TRUE,Nile Post,News Website,English,2025-02-01,9
UG_TRUE_183,"Police Arrest 20-Year-Old Over UPDF Impersonation, Inciting TikTok Videos",TRUE,Nile Post,News Website,English,2025-01-28,9
UG_TRUE_184,Septic Tank Collapse Kills Plumber at Komamboga Construction Site,TRUE,Nile Post,News Website,English,2025-01-25,9
UG_TRUE_185,Police Arrest Suspect After Spate of Aggravated Robberies in Nakawa Division,TRUE,Nile Post,News Website,English,2025-01-20,11
UG_TRUE_186,Three Arrested in Mityana Over Illegal Possession of Electoral Materials,TRUE,Nile Post,News Website,English,2025-01-15,10
UG_TRUE_187,UHRC Opens Two-Day Karamoja Tribunal Over Alleged Security Force Abuses,TRUE,Nile Post,News Website,English,2025-01-10,10
UG_TRUE_188,Gunmen Kill 38-Year-Old Man in Nabilatuk Midnight Shooting,TRUE,Nile Post,News Website,English,2025-01-05,8
UG_TRUE_189,Man Found Murdered in Nansana as Residents Allege Blood Was Drained,TRUE,Nile Post,News Website,English,2025-01-01,11
UG_TRUE_190,Police Investigate Separate Arson Incidents in Kireka and Mukono.,TRUE,Nile Post,News Website,English,2024-12-28,9
UG_TRUE_191,"Gold Mine Pit Collapse Kills One, Injures Three in Kassanda",TRUE,Nile Post,News Website,English,2024-12-25,10
UG_TRUE_192,Fear Grips Masaka City Residents as Woman Found Murdered in Rented Room,TRUE,Nile Post,News Website,English,2024-12-20,12
UG_TRUE_193,Police Arrest Man Behind  “Protest Vote” Graffiti on Kampala–Kiboga–Hoima Highway,TRUE,Nile Post,News Website,English,2024-12-15,10
UG_TRUE_194,Church Alleges Drunk UPDF Driver Caused Death of Anglican Priest in Abim,TRUE,Nile Post,News Website,English,2024-12-10,12
UG_TRUE_195,"NUP MP Charles Matovu, Campaign Team Brutally Attacked in Busiro South",TRUE,Nile Post,News Website,English,2024-12-05,11
UG_TRUE_196,Police praise catechists after swift recovery of stolen four-month-old baby in Kiboga,TRUE,Nile Post,News Website,English,2024-12-01,12
UG_TRUE_197,Police Dismiss Claims of Plot to Detain Bobi Wine Before Election Day,TRUE,Nile Post,News Website,English,2024-11-28,12
UG_TRUE_198,Museveni Hails Tycoon Nzeyi’s Contribution to Uganda's Economic Transformation,TRUE,Nile Post,News Website,English,2024-11-25,9
UG_TRUE_199,Bobi Wine Questions Healthcare System at Funeral of Fik Fameica’s Mother,TRUE,Nile Post,News Website,English,2024-11-20,11
UG_TRUE_200,Uganda’s Opposition Unites to Demand Electoral Reforms Ahead of 2026 Elections,TRUE,Nile Post,News Website,English,2024-11-15,11
UG_TRUE_201,Ekitike's Quickfire Brace Flips Liverpool's Clash with Newcastle.,TRUE,BBC News,traditional_media,English,1/31/2026,8
UG_TRUE_202,Ronaldo Hits 961st Goal in Al Nassr's 3-0 Rout of Al Kholood.,TRUE,BBC News,traditional_media,English,1/31/2026,12
UG_TRUE_203,"Minister Muyingo’s Seeta Junior gets 56 fours as Kabojja, Greenhill, Hillside, Kampala Parents score none.",TRUE,Daily Monitor,traditional_media,English,2/2/2026,15
UG_TRUE_204,"High Prices, Low Turnout Mark Back-to-School Rush in Kampala",TRUE,Nile Post,traditional_media,English,2/9/2026,9
UG_TRUE_205,Auditor General Slams Pornography Control Committee Over Lack of Transparency.,TRUE,Nile Post,traditional_media,English,2/9/2026,10
UG_TRUE_206,"Uganda's Economy Shows Resilience Amid Global Challenges, Says Finance Minister.",TRUE,Nile Post,traditional_media,English,2/9/2026,10
UG_TRUE_207,Kyagulanyi is the 'Salt and Light of the Earth' - Balimwezo.,TRUE,Nile Post,traditional_media,English,2/9/2026,11
UG_TRUE_208,MP Nsibambi Defends Disconnecting Village From 'My Transformer' After Election Loss.,TRUE,Nile Post,traditional_media,English,2/9/2026,11
UG_TRUE_209,Ugandan Pastor Tells US Court He Was Tortured With a Python.,TRUE,Nile Post,traditional_media,English,2/9/2026,11
UG_TRUE_210,Minister Kyofatogabye Hails Balimwezo’s Election as End of Kampala’s Frustration.,TRUE,Nile Post,traditional_media,English,2/9/2026,10
UG_TRUE_211,NIRA Admits QR Codes on National IDs Not Yet Activated.,TRUE,Nile Post,traditional_media,English,2/9/2026,10
UG_TRUE_212,Six Ugandans Detained in US Listed in 'Worst of Worst' ICE Database.,TRUE,Nile Post,traditional_media,English,2/9/2026,12
UG_TRUE_213,"Tabaro Urges Dialogue, Warns NUP Against Extremism After Museveni–Opposition Talks.",TRUE,Nile Post,traditional_media,English,2/9/2026,10
UG_TRUE_214,Four Arrested for Fraud Impersonating Museveni’s Daughter.,TRUE,Nile Post,traditional_media,English,2/9/2026,7
UG_TRUE_215,Calls Grow for Independent Probe into 2025 PLE Results.,TRUE,Nile Post,traditional_media,English,2/9/2026,9
UG_TRUE_216,Sembabule Land Row Escalates as Displaced Residents Return After Three Years.,TRUE,Nile Post,traditional_media,English,2/9/2026,11
UG_TRUE_217,Eritrea’s Andemariam Elected Cecafa President After Magogo Withdraws.,TRUE,Nile Post,traditional_media,English,2/9/2026,8
UG_TRUE_218,"Kenya’s Karua, African Women Leaders Condemn ‘Victimisation’ of Ugandan Women.",TRUE,Nile Post,traditional_media,English,2/9/2026,10
UG_TRUE_219,"Spice Diana, John Blaq, Lydia Jazmine and Levixone to Light Up Comedy Store Valentine’s Special.",TRUE,Nile Post,traditional_media,English,2/9/2026,15
UG_TRUE_220,Bad Bunny makes history as Trump criticises 'terrible' Super Bowl show.,TRUE,Nile Post,traditional_media,English,2/9/2026,11
UG_TRUE_221,Kamuli Honours Kadaga as NRM Sweeps Local Elections.,TRUE,Nile Post,traditional_media,English,2/9/2026,8
UG_TRUE_222,"Ruto Dismisses Azimio Revitalisation, Defends Nairobi Development Agenda.",TRUE,Nile Post,traditional_media,English,2/9/2026,8
UG_TRUE_223,Gen Muhoozi Awarded With Second Highest Honour in Uganda’s Military.,TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_224,"Police Hunt for Thugs who Broke into Kampala Hotel, Killed Manager, Security Guard.",TRUE,Nile Post,traditional_media,English,2/7/2026,13
UG_TRUE_225,Russia names three suspects over shooting of general.,TRUE,Nile Post,traditional_media,English,2/7/2026,8
UG_TRUE_226,Uganda Clinches Best Exquisite Destination Award at Outbound Travel Mart 2026 in India.,TRUE,Nile Post,traditional_media,English,2/7/2026,13
UG_TRUE_227,Man named in South Africa's police corruption probe found dead.,TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_228,"South Ankole Diocese Marks 14 Years, Commissions 80 Lay Readers.",TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_229,Can Kampala Be Clean Without Killing Livelihoods?.,TRUE,Nile Post,traditional_media,English,2/7/2026,7
UG_TRUE_230,"Ecweru Praises Progress on Katonga Roads, Assures Public of Imminent Reopening.",TRUE,Nile Post,traditional_media,English,2/7/2026,11
UG_TRUE_231,Police Impound Taxi Linked to Highway Robberies.,TRUE,Nile Post,traditional_media,English,2/7/2026,7
UG_TRUE_232,Big Interview: Resilience and persistence propelled me to defeat Basalirwa in Bugiri Municipality race – NRM’s Oketcho.,TRUE,Nile Post,traditional_media,English,2/7/2026,17
UG_TRUE_233,"NRM’s Oketcho Wins Bugiri Municipality By-Election, Defeating Basalirwa.",TRUE,Nile Post,traditional_media,English,2/7/2026,8
UG_TRUE_234,"Brig Joseph Ssemwanga Promoted, Appointed Deputy Commander Land Forces in UPDF.",TRUE,Nile Post,traditional_media,English,2/7/2026,11
UG_TRUE_235,NRM Leaders Move to Heal Post-Election Divisions in Bunyangabu.,TRUE,Nile Post,traditional_media,English,2/7/2026,9
UG_TRUE_236,Ball dramatically stopped in 12th to lose world title.,TRUE,Nile Post,traditional_media,English,2/7/2026,9
UG_TRUE_237,Banks Urged to Embrace Modern Technology to Improve Service Delivery.,TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_238,Museveni Meets Opposition MPs.,TRUE,Nile Post,traditional_media,English,2/7/2026,4
UG_TRUE_239,Unlocking the $3 Trillion Middle East Halal Market: How Uganda’s Tenfold Strategy Targets a $500 Billion Economy.,TRUE,Nile Post,traditional_media,English,2/7/2026,17
UG_TRUE_240,"Batwa Run 2026 to Promote Skills Development, Inclusion in Kisoro.",TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_241,Odonga Otto Blasts State House Meeting as a ‘Coalition of Political Losers’.,TRUE,Nile Post,traditional_media,English,2/7/2026,12
UG_TRUE_242,Questions Mount Over Delayed Operations at Kilembe Mines.,TRUE,Nile Post,traditional_media,English,2/7/2026,8
UG_TRUE_243,"Museveni Urges Kigezi to Embrace Commercial Agriculture, Tourism and Manufacturing.",TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_244,Storm Erupts at Makerere Over Biometric Attendance Policy.,TRUE,Nile Post,traditional_media,English,2/7/2026,8
UG_TRUE_245,Deputy UPDF Land Forces Commander Maj Gen Francis Takirwa Dies.,TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_248,Renowned TikToker Diana Skyz Laid to Rest in Namayumba.,TRUE,Nile Post,traditional_media,English,2/7/2026,9
UG_TRUE_249,"Museveni Praises Security Forces, Unveils Major Infrastructure and Economic Plans at Tarehe Sita Celebrations.",TRUE,Nile Post,traditional_media,English,2/7/2026,14
UG_TRUE_250,Amolatar: NRM District Official on the Run Over Misappropriation of Over Shs190M.,TRUE,Nile Post,traditional_media,English,2/7/2026,12
UG_TRUE_251,"Col. Chris Magezi Highlights Growth, Discipline, and National Service At Tarehe Sita.",TRUE,Nile Post,traditional_media,English,2/7/2026,12
UG_TRUE_252,"ULS Slams Chief Justice Zeija’s Social Media Warning, Says Judges Must Tolerate Public Criticism.",TRUE,Nile Post,traditional_media,English,2/7/2026,14
UG_TRUE_253,Museveni Praises UPDF for Ensuring Peaceful Elections and National Stability.,TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_254,US Approves Nearly $6Bn to UNAIDS for Global HIV Fight.,TRUE,Nile Post,traditional_media,English,2/7/2026,10
UG_TRUE_255,Independent Kanyesige Defeats NRM’s Ampaire in National Female Youth MP Election.,TRUE,Nile Post,traditional_media,English,2/7/2026,11
UG_TRUE_256,UPDF Strengthens Regional Defence Ties as Muhoozi Hosts Allied Military Chiefs.,TRUE,Nile Post,traditional_media,English,2/7/2026,11
UG_TRUE_257,18-Year-Old Senior Three Student Wins NUP Woman Parish Councillor Seat in Kassanda.,TRUE,Nile Post,traditional_media,English,2/6/2026,12
UG_TRUE_258,Nyamunuka Town Council Welcomes New LC3 Chairperson-Elect in Jubilant Celebrations.,TRUE,Nile Post,traditional_media,English,2/6/2026,10
UG_TRUE_259,Outrage After Trump Shares Video With Racist Clip Depicting Obamas as Apes.,TRUE,Nile Post,traditional_media,English,2/6/2026,12
UG_TRUE_260,Nakyobe Orders Removal of Campaign Posters.,TRUE,Nile Post,traditional_media,English,2/6/2026,6
UG_TRUE_261,NUP Vice-President Zedriga Remanded After Gulu Court Appearance.,TRUE,Nile Post,traditional_media,English,2/6/2026,8
UG_TRUE_262,Let love not make you blind': Mother recounts loss of daughters to sickle cell disease.,TRUE,Daily Monitor,traditional_media,English,2/10/2026,15
UG_TRUE_263,"Uganda’s Economy Shows Resilience Amid Global Challenges, Says Finance Minister.",TRUE,Daily Monitor,traditional_media,English,2/10/2026,10
UG_TRUE_264,Uganda launches must-do sickle cell screening at birth.,TRUE,Daily Monitor,traditional_media,English,2/10/2026,8
UG_TRUE_266,Uneb chairman wants change in PLE grading.,TRUE,Daily Monitor,traditional_media,English,2/10/2026,7
UG_TRUE_268,Police sets tough safety rules as schools reopen.,TRUE,Daily Monitor,traditional_media,English,2/10/2026,8
UG_TRUE_270,99.6% of Candidates Pass 2025 UCE Exams.,TRUE,Nile Post,traditional_media,English,2/13/2026,7
UG_TRUE_271,Stanbic Appoints Joshua Oigara CEO as Mweheire Retires.,TRUE,Nile Post,traditional_media,English,2/13/2026,8
UG_TRUE_272,UCE Results: Record Pass Rates Highlight CBC Gains Amid Gender and Science Gaps.,TRUE,Nile Post,traditional_media,English,2/13/2026,13
UG_TRUE_273,Minister Namuganza Declares Bid to Challenge Among for Speaker.,TRUE,Nile Post,traditional_media,English,2/13/2026,9
UG_TRUE_274,Bobi welcomes European Parliament resolution condemning Uganda’s post-election situation.,TRUE,Nile Post,traditional_media,English,2/13/2026,9
UG_TRUE_275,Uganda Targets Sustainable Tourism Growth by 2026 as Wildlife Numbers Surge.,TRUE,Nile Post,traditional_media,English,2/13/2026,11
UG_TRUE_276,NWSC Expands Katosi Water Network to Connect Millions Across North Kampala.,TRUE,Nile Post,traditional_media,English,2/13/2026,11
UG_TRUE_277,14 Couples Tie the Knot in  NIRA’s Special Valentine’s Day Treat.,TRUE,Nile Post,traditional_media,English,2/13/2026,11
UG_TRUE_278,Mungu Feni Foundation Launches “Weaving Hope” Project to Empower Youth and Women in West Nile.,TRUE,Nile Post,traditional_media,English,2/13/2026,15
UG_TRUE_279,"Foreign Affairs, Navio Chart Cultural Diplomacy, Heritage Promotion.",TRUE,Nile Post,traditional_media,English,2/13/2026,8
UG_TRUE_280,Court Martial Resumes Sittings After UPDF Act Overhaul.,TRUE,Nile Post,traditional_media,English,2/12/2026,8
UG_TRUE_281,UCE 2025 :Boys Outshine Girls in Sciences.,TRUE,Daily Monitor,traditional_media,English,2/12/2026,7
UG_TRUE_282,UCU Community Pays Emotional Tribute to Pamela Tumwebaze at Solemn Ceremony.,TRUE,Daily Monitor,traditional_media,English,2/12/2026,11
UG_TRUE_283,"Muyanga Lutaaya Declares Support for Museveni, Backs Museveni-Opposition Meeting.",TRUE,Daily Monitor,traditional_media,English,2/12/2026,9
UG_TRUE_284,European Parliament Condemns Post-Election Violence and Rights Abuses in Uganda.,TRUE,Daily Monitor,traditional_media,English,2/12/2026,10
UG_TRUE_285,Lango Diocese to Host Landmark Janani Luwum Public Lecture Ahead of 49th Memorial.,TRUE,Daily Monitor,traditional_media,English,2/13/2026,13
UG_TRUE_286,"Museveni Meets MTN Uganda Executives, Emphasises Telecoms’ Role in National Transformation.",TRUE,Daily Monitor,traditional_media,English,2/13/2026,11
UG_TRUE_287,Research Shows Only 1 in 8 Students Get Adequate Sleep.,TRUE,Daily Monitor,traditional_media,English,2/13/2026,10
UG_TRUE_288,Uganda Courts European Logistics Giant to Expand Export Routes.,TRUE,Nile Post,traditional_media,English,2/13/2026,9
UG_TRUE_289,Next Media Mourns Julius Kitone.,TRUE,Nile Post,traditional_media,English,2/14/2026,5
UG_TRUE_290,Kakwenza Backs ULS Executive Order Targeting Chief Justice Zeija.,TRUE,Nile Post,traditional_media,English,2/14/2026,9
UG_TRUE_291,Museveni Urges Ugandans to Embrace Technology for National Development.,TRUE,Nile Post,traditional_media,English,2/14/2026,9
UG_TRUE_293,Uganda Strengthens Health System To Sustain Care For 1.9 Million Refugees Amid Funding Pressures.,TRUE,Nile Post,traditional_media,English,2/14/2026,14
UG_TRUE_294,European Governments Face Backlash Over Calls for UN Expert Francesca Albanese to Resign.,TRUE,Nile Post,traditional_media,English,2/14/2026,13
UG_TRUE_295,Fire Razes Wholesale Building at Kikollege Business Center in Kable Municipality.,TRUE,Nile Post,traditional_media,English,2/14/2026,11
UG_TRUE_296,Fort Portal SS Celebrates Outstanding 2025 UCE Results.,TRUE,Nile Post,traditional_media,English,2/14/2026,8
UG_TRUE_297,Government Shuts Down Rogue Weighbridges Linked to Sugarcane Theft in Masindi.,TRUE,Nile Post,traditional_media,English,2/14/2026,11
UG_TRUE_298,Olive Lumonya Appointed New Nile Breweries Board Chairperson.,TRUE,Nile Post,traditional_media,English,2/14/2026,8
UG_TRUE_299,Law Society Launches Mental Wellness Campaign for Lawyers.,TRUE,Nile Post,traditional_media,English,2/14/2026,8
UG_TRUE_300,Police: Suspect in UCU Dean’s Murder Is Former House-Help.,TRUE,Nile Post,traditional_media,English,2/14/2026,9
UG_TRUE_301,Olutindo-Imaam Kasozi-Abantu banyiiga byebalonda si byebalangirira. Abantu abamu tebalina kulonda.,TRUE,Radio Simba,traditional_media,Luganda,2/18/2026,10
UG_TRUE_302,"Katikkiro Charles Peter Mayiga Leero, Abakristo nAbasiraamu batandise Ekisiibo.",TRUE,Radio Simba,traditional_media,Luganda,2/18/2026,9
UG_TRUE_303,Katikkiro Charles Peter Mayiga yatongozza emisinde gyAmazaalibwa ga kabaka 2026.,TRUE,Radio Simba,traditional_media,Luganda,2/18/2026,10
UG_TRUE_304,Omukulembeze wa National Unity Platform Kyagulanyi Ssentamu Robert aka Bobi Wine aweerezza Baganda vaffe Abayisiraamu obubaka obw’omwezi omutukuvu ogwa Ramdhan.,TRUE,Radio Simba,traditional_media,Luganda,2/18/2026,20
UG_TRUE_305,Awali Omukka-Kasirye-Olina eddembe okwesimbawo wabula nga liggwawo oluvannyuma lwokuwandiisibwa,TRUE,Radio Simba,traditional_media,Luganda,2/17/2026,9
UG_TRUE_306,"Abavubuka abasoba mu 200 abakwatiddwa mu bikwekweto ebyakoleddwa abebyokwerinda mu Wakiso, Nateete, Nakasero, Kira, Namugongo ne Kiwologoma basimbiddwa mu maaso g’Omilamuzu nebasindikibwa alimanda.",TRUE,Radio Simba,traditional_media,Luganda,2/17/2026,23
UG_TRUE_307,"Emisinde gy’amazaalibwa ga Kabaka age 71 gitongozeddwa – gyakubaawo nga 12 April,2026.",TRUE,CBS FM,traditional_media,Luganda,2/17/2026,12
UG_TRUE_308,Yusuf Nsibambi omubaka wa Mawokota South asuddewo FDC neyesogga NRM – agenda kusakira bantu ba kitundu kye.,TRUE,CBS FM,traditional_media,Luganda,2/17/2026,17
UG_TRUE_309,Abatuuze bawambye omusibe ku police nebamutta – abadde ateeberezebwa okutta abafumbo e Kyankwanzi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_310,Yusuf Nsibambi omubaka wa Mawokota South asuddewo FDC neyesogga NRM – agenda kusakira bantu ba kitundu kye,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,17
UG_TRUE_311,Omwana afiiridde mu muliro ogukutte ennyumba e Namugongo – gusanyizaawo n’ebyamaguzi,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_312,Abantu 4 bafiiridde mu kabenje akagudde e Kyazanga – lukululana ebasaabadde,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,11
UG_TRUE_313,Abayizi ebitundu 99.7% baayise ebigezo bya S.4 ebya UNEB 2025,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,10
UG_TRUE_314,Okusunsula abayizi abagenda okusoma S.1 kutandise – minister Muyingo alabudde amasomero agatunda ebifo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13
UG_TRUE_315,Brig.Gen. Jackson Pande Kajuba alondeddwa okuduumira enkambi ye Kasijjagirwa – azze mu bigere bya Brig.Gen.Deus Sande eyafudde ekibwatukira,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,18
UG_TRUE_316,Police ekutte agambibwa okubeera mu kkobaane ly’okutta manager n’omukuumi wa Devo Suits e Lungujja,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_317,UNEB efunye Boodi empya – essira yakulissa kukwongera okuziba emiwaatwa egy’okubba ebigezo,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,12
UG_TRUE_318,Abantu 6 bafiiridde mu kabenje akagudde ku luguudo okuva e Mityana okudda e Mubende,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,14
UG_TRUE_319,Abakulembeze ba NUP 4 basimbiddwa mu kooti – bagguddwako gwakukuma muliro mu bantu,TRUE,CBS FM,traditional_media,Luganda,2/19/2026,13
